"X","country","year","gdp","pop","transport.emissions","lgdp","lpop","ltransport.emissions","const","L1.ltransport.emissions","L1.lgdp","L1.lpop"
1309,"Portugal",1977,106367364185.503,9455675,4555.436,25.3901646392236,16.062125648325,8.42407652410341,1,8.37238905954186,25.3356518584753,16.0515080986561
1310,"Portugal",1978,109362633031.743,9558250,4695.1108,25.4179351058073,16.0729152138778,8.45427699093791,1,8.42407652410341,25.3901646392236,16.062125648325
1311,"Portugal",1979,115529523409.209,9661265,5257.5434,25.4727919481771,16.0836351499961,8.56741916241677,1,8.45427699093791,25.4179351058073,16.0729152138778
1312,"Portugal",1980,120831566233.599,9766312,5765.4633,25.5176633981924,16.0944494706666,8.65964079374125,1,8.56741916241677,25.4727919481771,16.0836351499961
1313,"Portugal",1981,122786746018.21,9851362,6062.3173,25.5337149153866,16.103120277701,8.70984739870916,1,8.65964079374125,25.5176633981924,16.0944494706666
1314,"Portugal",1982,125408703872.178,9911771,6485.0372,25.5548438716056,16.1092335987151,8.77725283304866,1,8.70984739870916,25.5337149153866,16.103120277701
1315,"Portugal",1983,125191604920.949,9957865,6408.9075,25.5531112400172,16.1138732491532,8.76544409857124,1,8.77725283304866,25.5548438716056,16.1092335987151
1316,"Portugal",1984,122838028409.656,9996232,6169.4375,25.5341324823223,16.1177187799514,8.72736294580668,1,8.76544409857124,25.5531112400172,16.1138732491532
1317,"Portugal",1985,126286631860.228,10023613,6193.0601,25.5618200163639,16.1204541674704,8.73118460539606,1,8.72736294580668,25.5341324823223,16.1177187799514
1318,"Portugal",1986,131516105193.321,10032734,6638.4577,25.602395154018,16.1213637050476,8.80063494139429,1,8.73118460539606,25.5618200163639,16.1204541674704
1319,"Portugal",1987,139908665978.968,10030031,7245.636,25.6642556607949,16.1210942506612,8.88815463558102,1,8.80063494139429,25.602395154018,16.1213637050476
1320,"Portugal",1988,150386577137.525,10019610,8016.4807,25.7364749967235,16.1200547307078,8.98925478909153,1,8.88815463558102,25.6642556607949,16.1210942506612
1321,"Portugal",1989,160072433459.444,10005000,8532.5392,25.7988922588599,16.118595526,9.05164227496896,1,8.98925478909153,25.7364749967235,16.1200547307078
1322,"Portugal",1990,166396132329.442,9983218,9133.493,25.8376371218509,16.1164160412032,9.11970348530707,1,9.05164227496896,25.7988922588599,16.118595526
1323,"Portugal",1991,173664658963.214,9960235,9844.6779,25.8803920292924,16.1141112236599,9.19468627342272,1,9.11970348530707,25.8376371218509,16.1164160412032
1324,"Portugal",1992,175556694586.012,9952494,10752.8246,25.8912278737583,16.1133337309928,9.28292375253053,1,9.19468627342272,25.8803920292924,16.1141112236599
1325,"Portugal",1993,171969584947.219,9964675,11319.4345,25.8705834664211,16.1145568969477,9.33427639467895,1,9.28292375253053,25.8912278737583,16.1133337309928
1326,"Portugal",1994,173628813243.933,9991525,11900.5509,25.8801856003078,16.1172477916272,9.38433997214573,1,9.33427639467895,25.8705834664211,16.1145568969477
1327,"Portugal",1995,181064954040.753,10026176,12379.369,25.9221216659402,16.1207098310102,9.42378657563428,1,9.38433997214573,25.8801856003078,16.1172477916272
1328,"Portugal",1996,187409917929.206,10063945,13169.88514,25.9565641291988,16.1244697928836,9.48568807336292,1,9.42378657563428,25.9221216659402,16.1207098310102
1329,"Portugal",1997,195657580977.852,10108977,13709.14249,25.9996319325028,16.1289343989333,9.5258182242837,1,9.48568807336292,25.9565641291988,16.1244697928836
1330,"Portugal",1998,205064725924.917,10160196,14965.33065,26.0465915024697,16.1339882912671,9.61349151493078,1,9.5258182242837,25.9996319325028,16.1289343989333
1331,"Portugal",1999,213075736312.036,10217828,15683.7333,26.084913508996,16.1396445956915,9.66037935867698,1,9.61349151493078,26.0465915024697,16.1339882912671
1332,"Portugal",2000,221207085355.72,10289898,16966.825,26.122365137527,16.1466731952247,9.73901524585054,1,9.66037935867698,26.084913508996,16.1396445956915
1333,"Portugal",2001,225506626603.015,10362722,17225.211597,26.1416153817235,16.1537255015979,9.75412938010249,1,9.73901524585054,26.122365137527,16.1466731952247
1334,"Portugal",2002,227245111627.459,10419631,17737.978174,26.1492950587824,16.1592021809945,9.78346327946997,1,9.75412938010249,26.1416153817235,16.1537255015979
1335,"Portugal",2003,225130549091.069,10458821,18800.234404,26.1399462890719,16.1629562951431,9.84162461703818,1,9.78346327946997,26.1492950587824,16.1592021809945
1336,"Portugal",2004,229157538403.827,10483861,19348.285441,26.157675544606,16.1653475850392,9.87035908683178,1,9.84162461703818,26.1399462890719,16.1629562951431
1337,"Portugal",2005,230949202281.645,10503330,18538.99659,26.1654636197432,16.1672029077057,9.82763171629601,1,9.87035908683178,26.157675544606,16.1653475850392
1338,"Portugal",2006,234702205003.677,10522288,18485.75232,26.1815833347472,16.1690062321205,9.82475556948764,1,9.82763171629601,26.1654636197432,16.1672029077057
